ProductCode,Name,Category,Brand,Type,FixedAssetType,CostingMethod,Length,Width,Height,Weight,CartonLength,CartonWidth,CartonHeight,CartonInnerQuantity,CartonQuantity,CartonVolume,WeightUnits,DimensionUnits,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierProductName,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AssemblyBOM,AutoAssemble,AutoDisassemble,DropShip,DropShipSupplier,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,DiscountName,ProductFamilySKU,ProductFamilyName,ProductFamilyOption1Name,ProductFamilyOption1Value,ProductFamilyOption2Name,ProductFamilyOption2Value,ProductFamilyOption3Name,ProductFamilyOption3Value,CommaDelimitedTags,StockLocator,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,PickZones,AlwaysShowQuantity,WarrantySetupName,InternalNote,ProductionBOM,MakeToOrderBom,QuantityToProduce,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10,HSCode,CountryOfOrigin
"RAD-FLOW1-210","(deprecated) Flow sensor v2.1.0","HotBot ","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,54.1413,units,636: Inventory (HotBot),,,,"","","","","","","","","","","","","","","","","","","","","","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RAD-FLOW1-101","(deprecated) Hot water flow sensor cable v1","HotBot ","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,36.3123,units,636: Inventory (HotBot),,,,"","","","","","","","","","","","","","","","","","","","","v2.3.4","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RAD-FLOW1-211","(deprecated) Hot water flow sensor cable v2.1.1","HotBot ","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,,"","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,No,No,No Drop Ship,,67.1283,units,636: Inventory (HotBot),,,,"","","","","","","","","","","","","","","","","","","","","","","","",DEPRECATED,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CON-THL-0011","01x03 6.35mm pitch screw terminal","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"DEGA-39466 - DG636-6.35-03P-14-00A(H)","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,5.3412,units,631: Inventory (raw materials),,,,"Components","AC_IN","","","","","","","GS008-6.35-03P-1x-xxx","","","","","","","","","","","","v2.3.4","","Standard Rate Purchases","",ACTIVE,"SKU: 	CON-THL-0011
Description: 	01x03 6.35mm pitch screw terminal
Unit: 	units
Value: 	AC_IN
Voltage Rating: 	
Tolerance: 	
Current Rating: 	
Forward Voltage: 	
DC Blocking Voltage: 	
Power Rating: 	
Footprint: 	GS008-6.35-03P-1x-xxx_SCREWTERMINAL_1x3
Dielectric: 	
Impedance: 	
Lifetime @ Temperature: 	
Capacitor Rating: 	
Colour: 	
Construction: 	
Polarization: 	
Resistance: 	
Saturation Current: 	
Load Capacitance: 	
Manufacturer: 	Senger Electronics
MPN: 	GS008-6.35-03P-1x-xxx
Datasheet:","",No,,0.0000,,"{
    ""SKU"": ""CON-THL-0011"",
    ""Description"": ""01x03 6.35mm pitch screw terminal"",
    ""Unit"": ""units"",
    ""Value"": ""Components"",
    ""Voltage Rating"": ""AC_IN"",
    ""Tolerance"": """",
    ""Current Rating"": """",
    ""Forward Voltage"": """",
    ""DC Blocking Voltage"": """",
    ""Power Rating"": """",
    ""Footprint"": """",
    ""Dielectric"": ""GS008-6.35-03P-1x-xxx"",
    ""Impedance"": """",
    ""Lifetime @ Temperature"": """",
    ""Capacitor Rating"": ""Components"",
    ""Colour"": ""Stock"",
    ""Construction"": ""FIFO"",
    ""Polarization"": ""No"",
    ""Resistance"": ""No"",
    ""Saturation Current"": ""No"",
    ""Load Capacitance"": ""No Drop Ship"",
    ""Manufacturer"": ""ACTIVE"",
    ""MPN"": ""No"",
    ""Datasheet"": """"
}",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CON-THL-0008","01x04 molex KK-254 connector","Raw materials - sensors","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Avnet Abacus,"22232041","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,1.2444,units,631: Inventory (raw materials),,,,"Components","FLOW_2","","","","","","","22232041","","","","","","","","","","","","v2.3.4","","Standard Rate Purchases","",ACTIVE,"SKU: 	CON-THL-0008
Description: 	01x04 molex KK-254 connector
Unit: 	units
Value: 	FLOW_2
Voltage Rating: 	
Tolerance: 	
Current Rating: 	
Forward Voltage: 	
DC Blocking Voltage: 	
Power Rating: 	
Footprint: 	Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical
Dielectric: 	
Impedance: 	
Lifetime @ Temperature: 	
Capacitor Rating: 	
Colour: 	
Construction: 	
Polarization: 	
Resistance: 	
Saturation Current: 	
Load Capacitance: 	
Manufacturer: 	Molex
MPN: 	22232041
Datasheet:","",No,,0.0000,,"{
    ""SKU"": ""CON-THL-0008"",
    ""Description"": ""01x04 molex KK-254 connector"",
    ""Unit"": ""units"",
    ""Value"": ""Components"",
    ""Voltage Rating"": ""FLOW_2"",
    ""Tolerance"": """",
    ""Current Rating"": """",
    ""Forward Voltage"": """",
    ""DC Blocking Voltage"": """",
    ""Power Rating"": """",
    ""Footprint"": """",
    ""Dielectric"": ""22232041"",
    ""Impedance"": """",
    ""Lifetime @ Temperature"": """",
    ""Capacitor Rating"": ""Components"",
    ""Colour"": ""Stock"",
    ""Construction"": ""FIFO"",
    ""Polarization"": ""No"",
    ""Resistance"": ""No"",
    ""Saturation Current"": ""No"",
    ""Load Capacitance"": ""No Drop Ship"",
    ""Manufacturer"": ""ACTIVE"",
    ""MPN"": ""No"",
    ""Datasheet"": """"
}",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LED-SMD-0010","0603 IR Light emitting diode","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"B13V1IR--20C000114U1930","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,1.5631,units,,,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LED-SMD-0006","0603 Light emitting diode right angle","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Nuvision Electronics (Pty) Ltd,"LTST-S270GKT","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.5167,units,631: Inventory (raw materials),,,,"Components","LED_0603_RIGHT_ANGLE","","","","","","","LTST-S270GKT","LTST-S270GKT","https://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-S270GKT.pdf","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"LED-SMD-0008","0603 Light emitting diode right angle","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"IR12-21C/TR8","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.9189,units,631: Inventory (raw materials),,,,"Components","IR12-21C/TR8","","","","","","","IR12-21C/TR8","(IR,PT)12-21C_TR8","https://everlighteurope.com/index.php?controller=attachment&id_attachment=4900","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RES-0603-0001","0R 5%  chip resistor in a 0603 package (SKU: RES-0603-0001)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Electrocomp,"0603WAJ0000T5E","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0100,units,631: Inventory (raw materials),,,,"Components","0R","","0.05","","","","","","RESISTOR_0603","~","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"ANT-THL-0002","1.5dBi Vertical Helical 433MHz Antenna","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,iCorp Technologies,"CTRF-ANTENNA-SP-0433-1905","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,2.3448,units,,,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"DIO-SMD-0012","10 V, 3 A ultra low VF MEGA Schottky barrier rectifiers","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"PMEG1030EH.115","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,1.3392,units,631: Inventory (raw materials),,,,"Components","PMEG1030EH,115","","","","","","","PMEG1030EH,115","SOD-123F","https://rocelec.widen.net/view/pdf/xqxdptybes/NEXP-S-A0002882308-1.pdf?t.download=true&u=5oefqw","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"DIO-SMD-0018","100 V, 1 A low leakage current Schottky barrier rectifier","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Avnet Silica,"PMEG10010ELRX","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.9128,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"100 V, 1 A low leakage current Schottky barrier rectifier","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CAP-POL-0007","1000 µF 16 V Aluminum - Polymer Capacitors Radial, Can 13mOhm 2000 Hrs @ 105°C","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,iCorp Technologies,"ORG102M1CBK-1012","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,4.0279,units,631: Inventory (raw materials),,,,"Components","1000uF","16v","","","","","","A750MS108M1CAAE013","CP_Radial_D10.0mm_P5.00mm","https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/A750MS108M1CAAE013","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CAP-SFT-0012","1000 pF ±20% 400VAC Ceramic Capacitor Y5V (F) Radial, Disc with X1, Y2 safety rating (SKU: CAP-SFT-0012)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Avnet Abacus,"C907U102MYVDBA7317","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.7674,units,631: Inventory (raw materials),,,,"Components","1nF","400VAC","","","","","","C907U102MYVDBA7317","C_Disc_D7.5mm_W5.0mm_P7.50mm","https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/C907U102MYVDBA7317","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RES-0402-0002","100k ±1% 0402 resistor","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"RC0402JR-07100KL","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0125,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CAP-SFT-0011","100nF 310VAC X2 Rated Film capacitor in a 18x5mm THT package (SKU: CAP-SFT-0011)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,iCorp Technologies,"JX104K2FD1XXS1520","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,1.4862,units,631: Inventory (raw materials),,,,"Components","100nF","310VAC","","","","","","F863BC104M310ALW0L","C_Rect_L18.0mm_W5.0mm_P15.00mm","https://content.kemet.com/datasheets/KEM_F3110_F863_X2_310.pdf","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CAP-0402-0006","100nF 6.3v X7R unpolarised MLCC in a 0402 package (SKU: CAP-0402-0006)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"CC0402KRX7R7BB104","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0200,units,631: Inventory (raw materials),,,,"Components","100nF","6.3v","","","","","","","CAPACITOR_0402","~","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RES-0402-0012","100R 5%  chip resistor in a 0402 package (SKU: RES-0402-0012)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Electrocomp,"0402WGF1000TCE","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0100,units,631: Inventory (raw materials),,,,"Components","100R","","0.05","","","","","","RESISTOR_0402","~","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RES-0402-0013","100R 5%  chip resistor in a 0402 package (SKU: RES-0402-0013)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"RC0402FR-07150RL","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0345,units,631: Inventory (raw materials),,,,"Components","150R","","0.05","","","","","","RESISTOR_0402","~","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RES-0402-0003","10k 1%  chip resistor in a 0402 package (SKU: RES-0402-0003)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Electrocomp,"0402WGF1002TCE","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0100,units,631: Inventory (raw materials),,,,"Components","10k","","0.01","","","","","","RESISTOR_0402","~","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RES-THL-0001","10k bead thermistor","Raw materials - sensors","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Avnet Abacus,"NXRT15XV103FA3A016","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,2.1974,units,631: Inventory (raw materials),,,,"Components","","","","","","","","NXRT15XV103FA1B040","","","","","","","","","","","","v2.3.4","","Standard Rate Purchases","",ACTIVE,"SKU: 	RES-THL-0001
Description: 	10k bead thermistor
Unit: 	units
Value: 	
Voltage Rating: 	
Tolerance: 	
Current Rating: 	
Forward Voltage: 	
DC Blocking Voltage: 	
Power Rating: 	
Footprint: 	
Dielectric: 	
Impedance: 	
Lifetime @ Temperature: 	
Capacitor Rating: 	
Colour: 	
Construction: 	
Polarization: 	
Resistance: 	
Saturation Current: 	
Load Capacitance: 	
Manufacturer: 	Murata
MPN: 	NXRT15XV103FA1B040
Datasheet:","Mfr.:Murata Electronics  - Mfr. No: NXRT15XV103FA1B040 - https://www.mouser.co.za/ProductDetail/Murata-Electronics/NXRT15XV103FA1B040?qs=qUsL5DZkYVp7AMLEqXPdWw%3D%3D",No,,0.0000,,"{
    ""SKU"": ""RES-THL-0001"",
    ""Description"": ""10k bead thermistor"",
    ""Unit"": ""units"",
    ""Value"": ""Components"",
    ""Voltage Rating"": """",
    ""Tolerance"": """",
    ""Current Rating"": """",
    ""Forward Voltage"": """",
    ""DC Blocking Voltage"": """",
    ""Power Rating"": """",
    ""Footprint"": """",
    ""Dielectric"": ""NXRT15XV103FA1B040"",
    ""Impedance"": """",
    ""Lifetime @ Temperature"": """",
    ""Capacitor Rating"": ""Components"",
    ""Colour"": ""Stock"",
    ""Construction"": ""FIFO"",
    ""Polarization"": ""No"",
    ""Resistance"": ""No"",
    ""Saturation Current"": ""No"",
    ""Load Capacitance"": ""No Drop Ship"",
    ""Manufacturer"": ""ACTIVE"",
    ""MPN"": ""No"",
    ""Datasheet"": """"
}",No,No,1.0000000000,"False","","","","","","","","","","","",""
"IC-COM-0012","10Mbps 3V RS-485 Transceivers With ±8-kV IEC ESD Protection","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Nuvision Electronics (Pty) Ltd,"SP3485EN-L/TR","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,5.4002,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"10Mbps 3V RS-485 Transceivers With ±8-kV IEC ESD Protection","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"IC-COM-0005","10Mbps RS-485 Transceivers With ±8-kV IEC ESD Protection","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"THVD1505DR","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,units,631: Inventory (raw materials),,,,"Components","SP485ECN","","","","","","","SP485ECN-L/TR","SOIC-8_3.9x4.9mm_P1.27mm","https://assets.maxlinear.com/web/documents/sp481e_sp485e.pdf","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CAP-0402-0027","10nF 6.3v X7R unpolarised MLCC in a 0402 package (SKU: CAP-0402-0027)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"CC0402KRX7R7BB103","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0197,units,631: Inventory (raw materials),,,,"Components","10nF","6.3v","","","","","","","CAPACITOR_0402","~","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"IND-0402-0016","10nH 5% inductor in a 0402 package (SKU: IND-0402-0016)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Avnet Abacus,"LQG15HS10NJ02D","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.2432,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","","","Standard Rate Purchases","",ACTIVE,"10nH 5% inductor in a 0402 package (SKU: IND-0402-0016)","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RES-2512-0005","10R 1% 1W resistor in a 2512 package (SKU: RES-2512-0005)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Electrocomp,"CR2512-FX-10R0ELF","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.9922,units,631: Inventory (raw materials),,,,"Components","10R","","0.01","","","","1W","","RESISTOR_2512","~","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"CAP-0603-0028","10uF 6.3v X7R unpolarised MLCC in a 0603 package (SKU: CAP-0603-0028)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"CL10A106KP8NNNC","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.2697,units,631: Inventory (raw materials),,,,"Components","10uF","6.3v","","","","","","","CAPACITOR_0603","~","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"MEC-BOX-0014","10x carrier box for Solarbot (405/200/310 DWB)","Raw materials - Solarbot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,GA7 Concepts,"405/200/310 DWB","395x195x300mm DWB",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,36.6317,units,631: Inventory (raw materials),,,,"","","","","","","","","","","","","","","","","","","","","SB","","Standard Rate Purchases","Standard Rate Sales",ACTIVE,"","395x195x300mm DWB",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"RES-0402-0021","120R 1%  chip resistor in a 0402 package (SKU: RES-0402-0021)","Raw materials - HotBot","",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,g,m,"",0.0000,0.0000,Plentify Office - Oude Molen,Arrow Altech,"RC0402FR-07120RL","",0.0000000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0134,units,631: Inventory (raw materials),,,,"Components","120R","","0.01","","","","","","RESISTOR_0402","~","","","","","","","","","","v3.x","","Standard Rate Purchases","",ACTIVE,"","",No,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
